"DateID","pulse_count"
"2019-01-01",2
"2019-01-02",41
"2019-01-03",55
"2019-01-04",58
"2019-01-05",3
"2019-01-06",5
"2019-01-07",52
"2019-01-08",53
"2019-01-09",61
"2019-01-10",64
"2019-01-11",59
"2019-01-12",2
"2019-01-13",9
"2019-01-14",47
"2019-01-15",83
"2019-01-16",93
"2019-01-17",79
"2019-01-18",58
"2019-01-19",2
"2019-01-20",4
"2019-01-21",57
"2019-01-22",69
"2019-01-23",77
"2019-01-24",62
"2019-01-25",47
"2019-01-26",3
"2019-01-27",5
"2019-01-28",55
"2019-01-29",77
"2019-01-30",67
"2019-01-31",52
"2019-02-01",52
"2019-02-02",2
"2019-02-03",3
"2019-02-04",53
"2019-02-05",100
"2019-02-06",69
"2019-02-07",81
"2019-02-08",45
"2019-02-09",1
"2019-02-10",4
"2019-02-11",88
"2019-02-12",76
"2019-02-13",68
"2019-02-14",72
"2019-02-15",51
"2019-02-16",0
"2019-02-17",9
"2019-02-18",30
"2019-02-19",78
"2019-02-20",81
"2019-02-21",89
"2019-02-22",56
"2019-02-23",7
"2019-02-24",25
"2019-02-25",76
"2019-02-26",81
"2019-02-27",73
"2019-02-28",64
"2019-03-01",77
"2019-03-02",3
"2019-03-03",26
"2019-03-04",57
"2019-03-05",59
"2019-03-06",71
"2019-03-07",61
"2019-03-08",43
"2019-03-09",4
"2019-03-10",8
"2019-03-11",64
"2019-03-12",68
"2019-03-13",97
"2019-03-14",91
"2019-03-15",81
"2019-03-16",5
"2019-03-17",8
"2019-03-18",65
"2019-03-19",137
"2019-03-20",129
"2019-03-21",88
"2019-03-22",77
"2019-03-23",0
"2019-03-24",5
"2019-03-25",108
"2019-03-26",122
"2019-03-27",131
"2019-03-28",136
"2019-03-29",96
"2019-03-30",5
"2019-03-31",13
"2019-04-01",111
"2019-04-02",142
"2019-04-03",181
"2019-04-04",99
"2019-04-05",67
"2019-04-06",2
"2019-04-07",10
"2019-04-08",116
"2019-04-09",97
"2019-04-10",102
"2019-04-11",104
"2019-04-12",96
"2019-04-13",7
"2019-04-14",11
"2019-04-15",93
"2019-04-16",70
"2019-04-17",77
"2019-04-18",73
"2019-04-19",73
"2019-04-20",5
"2019-04-21",6
"2019-04-22",131
"2019-04-23",145
"2019-04-24",102
"2019-04-25",65
"2019-04-26",59
"2019-04-27",1
"2019-04-28",12
"2019-04-29",91
"2019-04-30",97
"2019-05-01",105
"2019-05-02",105
"2019-05-03",74
"2019-05-04",7
"2019-05-05",16
"2019-05-06",54
"2019-05-07",77
"2019-05-08",67
"2019-05-09",67
"2019-05-10",55
"2019-05-11",1
"2019-05-12",11
"2019-05-13",73
"2019-05-14",88
"2019-05-15",84
"2019-05-16",93
"2019-05-17",70
"2019-05-18",1
"2019-05-19",7
"2019-05-20",66
"2019-05-21",79
"2019-05-22",77
"2019-05-23",79
"2019-05-24",49
"2019-05-25",7
"2019-05-26",7
"2019-05-27",48
"2019-05-28",65
"2019-05-29",68
"2019-05-30",62
"2019-05-31",73
"2019-06-01",4
"2019-06-02",11
"2019-06-03",80
"2019-06-04",59
"2019-06-05",90
"2019-06-06",76
"2019-06-07",48
"2019-06-08",1
"2019-06-09",8
"2019-06-10",81
"2019-06-11",86
"2019-06-12",76
"2019-06-13",78
"2019-06-14",59
"2019-06-15",7
"2019-06-16",14
"2019-06-17",80
"2019-06-18",61
"2019-06-19",63
"2019-06-20",92
"2019-06-21",58
"2019-06-22",6
"2019-06-23",7
"2019-06-24",67
"2019-06-25",110
"2019-06-26",95
"2019-06-27",98
"2019-06-28",60
"2019-06-29",9
"2019-06-30",8
"2019-07-01",89
"2019-07-02",76
"2019-07-03",88
"2019-07-04",34
"2019-07-05",38
"2019-07-06",2
"2019-07-07",9
"2019-07-08",76
"2019-07-09",74
"2019-07-10",83
"2019-07-11",84
"2019-07-12",60
"2019-07-13",1
"2019-07-14",10
"2019-07-15",70
"2019-07-16",82
"2019-07-17",50
"2019-07-18",58
"2019-07-19",52
"2019-07-20",4
"2019-07-21",1
"2019-07-22",64
"2019-07-23",75
"2019-07-24",78
"2019-07-25",113
"2019-07-26",84
"2019-07-27",10
"2019-07-28",8
"2019-07-29",65
"2019-07-30",65
"2019-07-31",61
"2019-08-01",66
"2019-08-02",64
"2019-08-03",3
"2019-08-04",5
"2019-08-05",89
"2019-08-06",73
"2019-08-07",64
"2019-08-08",61
"2019-08-09",65
"2019-08-10",5
"2019-08-11",9
"2019-08-12",62
"2019-08-13",78
"2019-08-14",107
"2019-08-15",81
"2019-08-16",76
"2019-08-17",2
"2019-08-18",9
"2019-08-19",119
"2019-08-20",124
"2019-08-21",95
"2019-08-22",80
"2019-08-23",80
"2019-08-24",0
"2019-08-25",3
"2019-08-26",72
"2019-08-27",64
"2019-08-28",95
"2019-08-29",85
"2019-08-30",93
"2019-08-31",4
"2019-09-01",7
"2019-09-02",34
"2019-09-03",89
"2019-09-04",77
"2019-09-05",82
"2019-09-06",63
"2019-09-07",5
"2019-09-08",8
"2019-09-09",72
"2019-09-10",65
"2019-09-11",90
"2019-09-12",99
"2019-09-13",85
"2019-09-14",9
"2019-09-15",10
"2019-09-16",93
"2019-09-17",89
"2019-09-18",77
"2019-09-19",64
"2019-09-20",66
"2019-09-21",4
"2019-09-22",7
"2019-09-23",107
"2019-09-24",91
"2019-09-25",75
"2019-09-26",68
"2019-09-27",53
"2019-09-28",4
"2019-09-29",9
"2019-09-30",79
"2019-10-01",74
"2019-10-02",73
"2019-10-03",95
"2019-10-04",62
"2019-10-05",4
"2019-10-06",7
"2019-10-07",86
"2019-10-08",89
"2019-10-09",92
"2019-10-10",71
"2019-10-11",73
"2019-10-12",11
"2019-10-13",7
"2019-10-14",89
"2019-10-15",92
"2019-10-16",103
"2019-10-17",82
"2019-10-18",74
"2019-10-19",5
"2019-10-20",8
"2019-10-21",121
"2019-10-22",81
"2019-10-23",98
"2019-10-24",88
"2019-10-25",66
"2019-10-26",4
"2019-10-27",6
"2019-10-28",66
"2019-10-29",84
"2019-10-30",95
"2019-10-31",73
"2019-11-01",60
"2019-11-02",6
"2019-11-03",11
"2019-11-04",81
"2019-11-05",74
"2019-11-06",80
"2019-11-07",93
"2019-11-08",84
"2019-11-09",6
"2019-11-10",13
"2019-11-11",105
"2019-11-12",155
"2019-11-13",108
"2019-11-14",85
"2019-11-15",67
"2019-11-16",3
"2019-11-17",12
"2019-11-18",70
"2019-11-19",87
"2019-11-20",83
"2019-11-21",95
"2019-11-22",72
"2019-11-23",4
"2019-11-24",14
"2019-11-25",71
"2019-11-26",82
"2019-11-27",68
"2019-11-28",24
"2019-11-29",21
"2019-11-30",0
"2019-12-01",7
"2019-12-02",84
"2019-12-03",94
"2019-12-04",73
"2019-12-05",79
"2019-12-06",66
"2019-12-07",2
"2019-12-08",8
"2019-12-09",78
"2019-12-10",100
"2019-12-11",108
"2019-12-12",88
"2019-12-13",59
"2019-12-14",7
"2019-12-15",10
"2019-12-16",107
"2019-12-17",139
"2019-12-18",86
"2019-12-19",103
"2019-12-20",80
"2019-12-21",1
"2019-12-22",10
"2019-12-23",36
"2019-12-24",9
"2019-12-25",3
"2019-12-26",9
"2019-12-27",28
"2019-12-28",12
"2019-12-29",6
"2019-12-30",29
"2019-12-31",40
"2020-01-01",2
"2020-01-02",66
"2020-01-03",64
"2020-01-04",4
"2020-01-05",5
"2020-01-06",65
"2020-01-07",80
"2020-01-08",71
"2020-01-09",66
"2020-01-10",69
"2020-01-11",4
"2020-01-12",4
"2020-01-13",92
"2020-01-14",88
"2020-01-15",95
"2020-01-16",96
"2020-01-17",104
"2020-01-18",3
"2020-01-19",12
"2020-01-20",84
"2020-01-21",93
"2020-01-22",132
"2020-01-23",82
"2020-01-24",78
"2020-01-25",5
"2020-01-26",3
"2020-01-27",116
"2020-01-28",90
"2020-01-29",71
"2020-01-30",73
"2020-01-31",62
"2020-02-01",2
"2020-02-02",6
"2020-02-03",89
"2020-02-04",131
"2020-02-05",79
"2020-02-06",107
"2020-02-07",82
"2020-02-08",3
"2020-02-09",18
"2020-02-10",109
"2020-02-11",113
"2020-02-12",80
"2020-02-13",102
"2020-02-14",87
"2020-02-15",5
"2020-02-16",9
"2020-02-17",81
"2020-02-18",99
"2020-02-19",107
"2020-02-20",81
"2020-02-21",90
"2020-02-22",2
"2020-02-23",9
"2020-02-24",76
"2020-02-25",82
"2020-02-26",122
"2020-02-27",98
"2020-02-28",96
"2020-02-29",4
"2020-03-01",8
"2020-03-02",82
"2020-03-03",113
"2020-03-04",111
"2020-03-05",120
"2020-03-06",88
"2020-03-07",0
"2020-03-08",4
"2020-03-09",86
"2020-03-10",99
"2020-03-11",99
"2020-03-12",68
"2020-03-13",73
"2020-03-14",1
"2020-03-15",6
"2020-03-16",75
"2020-03-17",94
"2020-03-18",67
"2020-03-19",70
"2020-03-20",47
"2020-03-21",2
"2020-03-22",6
"2020-03-23",71
"2020-03-24",58
"2020-03-25",61
"2020-03-26",60
"2020-03-27",60
"2020-03-28",3
"2020-03-29",7
"2020-03-30",73
"2020-03-31",76
"2020-04-01",67
"2020-04-02",101
"2020-04-03",71
"2020-04-04",7
"2020-04-05",8
"2020-04-06",83
"2020-04-07",72
"2020-04-08",88
"2020-04-09",70
"2020-04-10",73
"2020-04-11",1
"2020-04-12",3
"2020-04-13",66
"2020-04-14",66
"2020-04-15",71
"2020-04-16",86
"2020-04-17",64
"2020-04-18",2
"2020-04-19",5
"2020-04-20",86
"2020-04-21",91
"2020-04-22",75
"2020-04-23",78
"2020-04-24",78
"2020-04-25",0
"2020-04-26",13
"2020-04-27",75
"2020-04-28",71
"2020-04-29",76
"2020-04-30",108
"2020-05-01",60
"2020-05-02",3
"2020-05-03",6
"2020-05-04",60
"2020-05-05",72
"2020-05-06",78
"2020-05-07",79
"2020-05-08",108
"2020-05-09",4
"2020-05-10",8
"2020-05-11",98
"2020-05-12",118
"2020-05-13",112
"2020-05-14",83
"2020-05-15",56
"2020-05-16",3
"2020-05-17",13
"2020-05-18",82
"2020-05-19",62
"2020-05-20",77
"2020-05-21",75
"2020-05-22",25
"2020-05-23",4
"2020-05-24",4
"2020-05-25",21
"2020-05-26",56
"2020-05-27",90
"2020-05-28",108
"2020-05-29",78
"2020-05-30",5
"2020-05-31",6
"2020-06-01",61
"2020-06-02",83
"2020-06-03",81
"2020-06-04",79
"2020-06-05",85
"2020-06-06",3
"2020-06-07",4
"2020-06-08",113
"2020-06-09",98
"2020-06-10",96
"2020-06-11",74
"2020-06-12",67
"2020-06-13",4
"2020-06-14",7
"2020-06-15",82
"2020-06-16",95
"2020-06-17",69
"2020-06-18",75
"2020-06-19",32
"2020-06-20",5
"2020-06-21",9
"2020-06-22",91
"2020-06-23",89
"2020-06-24",88
"2020-06-25",86
"2020-06-26",61
"2020-06-27",2
"2020-06-28",8
"2020-06-29",77
"2020-06-30",76
"2020-07-01",83
"2020-07-02",92
"2020-07-03",31
"2020-07-04",4
"2020-07-05",5
"2020-07-06",57
"2020-07-07",67
"2020-07-08",76
"2020-07-09",74
"2020-07-10",63
"2020-07-11",4
"2020-07-12",6
"2020-07-13",79
"2020-07-14",65
"2020-07-15",77
"2020-07-16",71
"2020-07-17",72
"2020-07-18",9
"2020-07-19",10
"2020-07-20",163
"2020-07-21",120
"2020-07-22",83
"2020-07-23",73
"2020-07-24",83
"2020-07-25",4
"2020-07-26",13
"2020-07-27",89
"2020-07-28",87
"2020-07-29",89
"2020-07-30",115
"2020-07-31",92
"2020-08-01",3
"2020-08-02",10
"2020-08-03",77
"2020-08-04",66
"2020-08-05",83
"2020-08-06",81
"2020-08-07",62
"2020-08-08",4
"2020-08-09",7
"2020-08-10",73
"2020-08-11",80
"2020-08-12",65
"2020-08-13",86
"2020-08-14",55
"2020-08-15",3
"2020-08-16",3
"2020-08-17",79
"2020-08-18",78
"2020-08-19",68
"2020-08-20",67
"2020-08-21",56
"2020-08-22",1
"2020-08-23",12
"2020-08-24",77
"2020-08-25",86
"2020-08-26",63
"2020-08-27",66
"2020-08-28",65
"2020-08-29",0
"2020-08-30",5
"2020-08-31",65
"2020-09-01",63
"2020-09-02",77
"2020-09-03",78
"2020-09-04",62
"2020-09-05",9
"2020-09-06",6
"2020-09-07",37
"2020-09-08",61
"2020-09-09",80
"2020-09-10",81
"2020-09-11",65
"2020-09-12",2
"2020-09-13",13
"2020-09-14",105
"2020-09-15",70
"2020-09-16",91
"2020-09-17",92
"2020-09-18",75
"2020-09-19",1
"2020-09-20",26
"2020-09-21",104
"2020-09-22",123
"2020-09-23",123
"2020-09-24",88
"2020-09-25",65
"2020-09-26",3
"2020-09-27",8
"2020-09-28",95
"2020-09-29",86
"2020-09-30",85
"2020-10-01",90
"2020-10-02",73
"2020-10-03",3
"2020-10-04",14
"2020-10-05",88
"2020-10-06",105
"2020-10-07",102
"2020-10-08",117
"2020-10-09",74
"2020-10-10",10
"2020-10-11",23
"2020-10-12",82
"2020-10-13",86
"2020-10-14",92
"2020-10-15",99
"2020-10-16",78
"2020-10-17",6
"2020-10-18",10
"2020-10-19",90
"2020-10-20",99
"2020-10-21",69
"2020-10-22",71
"2020-10-23",69
"2020-10-24",5
"2020-10-25",7
"2020-10-26",77
"2020-10-27",91
"2020-10-28",86
"2020-10-29",80
"2020-10-30",80
"2020-10-31",2
"2020-11-01",6
"2020-11-02",70
"2020-11-03",80
"2020-11-04",79
"2020-11-05",76
"2020-11-06",71
"2020-11-07",3
"2020-11-08",15
"2020-11-09",82
"2020-11-10",71
"2020-11-11",62
"2020-11-12",96
"2020-11-13",96
"2020-11-14",2
"2020-11-15",13
"2020-11-16",95
"2020-11-17",69
"2020-11-18",92
"2020-11-19",75
"2020-11-20",66
"2020-11-21",11
"2020-11-22",19
"2020-11-23",72
"2020-11-24",76
"2020-11-25",84
"2020-11-26",26
"2020-11-27",54
"2020-11-28",12
"2020-11-29",15
"2020-11-30",75
"2020-12-01",89
"2020-12-02",95
"2020-12-03",87
"2020-12-04",49
"2020-12-05",3
"2020-12-06",12
"2020-12-07",82
"2020-12-08",97
"2020-12-09",86
"2020-12-10",100
"2020-12-11",52
"2020-12-12",5
"2020-12-13",18
"2020-12-14",75
"2020-12-15",100
"2020-12-16",90
"2020-12-17",91
"2020-12-18",56
"2020-12-19",7
"2020-12-20",11
"2020-12-21",60
"2020-12-22",55
"2020-12-23",51
"2020-12-24",11
"2020-12-25",1
"2020-12-26",3
"2020-12-27",2
"2020-12-28",29
"2020-12-29",23
"2020-12-30",28
"2020-12-31",15
"2021-01-01",0
"2021-01-02",4
"2021-01-03",6
"2021-01-04",71
"2021-01-05",77
"2021-01-06",78
"2021-01-07",88
"2021-01-08",60
"2021-01-09",7
"2021-01-10",12
"2021-01-11",102
"2021-01-12",91
"2021-01-13",96
"2021-01-14",64
"2021-01-15",88
"2021-01-16",2
"2021-01-17",15
"2021-01-18",47
"2021-01-19",83
"2021-01-20",71
"2021-01-21",107
"2021-01-22",68
"2021-01-23",10
"2021-01-24",10
"2021-01-25",60
"2021-01-26",70
"2021-01-27",92
"2021-01-28",77
"2021-01-29",75
"2021-01-30",6
"2021-01-31",12
"2021-02-01",77
"2021-02-02",91
"2021-02-03",123
"2021-02-04",106
"2021-02-05",82
"2021-02-06",6
"2021-02-07",10
"2021-02-08",86
"2021-02-09",84
"2021-02-10",82
"2021-02-11",74
"2021-02-12",57
"2021-02-13",6
"2021-02-14",8
"2021-02-15",68
"2021-02-16",86
"2021-02-17",99
"2021-02-18",74
"2021-02-19",70
"2021-02-20",7
"2021-02-21",5
"2021-02-22",76
"2021-02-23",86
"2021-02-24",112
"2021-02-25",97
"2021-02-26",75
"2021-02-27",6
"2021-02-28",6
"2021-03-01",89
"2021-03-02",96
"2021-03-03",82
"2021-03-04",101
"2021-03-05",68
"2021-03-06",7
"2021-03-07",15
"2021-03-08",85
"2021-03-09",105
"2021-03-10",111
"2021-03-11",121
"2021-03-12",98
"2021-03-13",7
"2021-03-14",8
"2021-03-15",93
"2021-03-16",113
"2021-03-17",81
"2021-03-18",72
"2021-03-19",78
"2021-03-20",7
"2021-03-21",9
"2021-03-22",67
"2021-03-23",90
"2021-03-24",94
"2021-03-25",80
"2021-03-26",69
"2021-03-27",6
"2021-03-28",2
"2021-03-29",61
"2021-03-30",86
"2021-03-31",94
"2021-04-01",96
"2021-04-02",76
"2021-04-03",7
"2021-04-04",4
"2021-04-05",79
"2021-04-06",73
"2021-04-07",82
"2021-04-08",91
"2021-04-09",78
"2021-04-10",9
"2021-04-11",16
"2021-04-12",70
"2021-04-13",77
"2021-04-14",85
"2021-04-15",101
"2021-04-16",82
"2021-04-17",8
"2021-04-18",8
"2021-04-19",79
"2021-04-20",78
"2021-04-21",114
"2021-04-22",65
"2021-04-23",64
"2021-04-24",3
"2021-04-25",5
"2021-04-26",59
"2021-04-27",67
"2021-04-28",70
"2021-04-29",81
"2021-04-30",66
"2021-05-01",5
"2021-05-02",4
"2021-05-03",80
"2021-05-04",55
"2021-05-05",66
"2021-05-06",71
"2021-05-07",65
"2021-05-08",4
"2021-05-09",18
"2021-05-10",85
"2021-05-11",99
"2021-05-12",83
"2021-05-13",75
"2021-05-14",47
"2021-05-15",3
"2021-05-16",8
"2021-05-17",76
"2021-05-18",70
"2021-05-19",75
"2021-05-20",89
"2021-05-21",64
"2021-05-22",1
"2021-05-23",14
"2021-05-24",67
"2021-05-25",73
"2021-05-26",82
"2021-05-27",67
"2021-05-28",51
"2021-05-29",1
"2021-05-30",7
"2021-05-31",26
"2021-06-01",66
"2021-06-02",102
"2021-06-03",79
"2021-06-04",62
"2021-06-05",3
"2021-06-06",9
"2021-06-07",70
"2021-06-08",78
"2021-06-09",70
"2021-06-10",78
"2021-06-11",70
"2021-06-12",6
"2021-06-13",5
"2021-06-14",75
"2021-06-15",80
"2021-06-16",95
"2021-06-17",89
"2021-06-18",91
"2021-06-19",6
"2021-06-20",13
"2021-06-21",61
